Common_Name,Genus,Species,Scientific_Name,Count,Location,Date,Time
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,2,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,1:38 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,2,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Duke University--East Campus,3/2/2024,4:42 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Sandy Creek Park,6/1/2024,8:08 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,2,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,3,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,5,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,45,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Turkey Vulture,Cathartes,aura,Cathartes aura,5,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,2,England Parkway Pond,12/22/2024,2:21 PM
Turkey Vulture,Cathartes,aura,Cathartes aura,6,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,1,South Padre Is.--Birding and Nature Center,4/28/2025,9:51 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,2,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,2,Sandy Creek Park,6/1/2024,8:08 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,1,"101 Carolina Beach Avenue North, Carolina Beach, North Carolina, US (34.032, -77.892)",9/21/2024,3:20 PM
Osprey,Pandion,haliaetus,Pandion haliaetus,1,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,3,Lake Maria Sanchez,1/17/2025,7:46 AM
Osprey,Pandion,haliaetus,Pandion haliaetus,2,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Hooded Vulture,Necrosyrtes,monachus,Necrosyrtes monachus,5,"Conakry, GN",7/3/2023,10:56 AM
Lizard Buzzard,Kaupifalco,monogrammicus,Kaupifalco monogrammicus,1,"N1, Sandenia, Région de Faranah, GN",7/1/2023,8:00 AM
Sharp-shinned Hawk,Accipiter,striatus,Accipiter striatus,5,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Cooper's Hawk,Astur,cooperii,Astur cooperii,2,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Cooper's Hawk,Astur,cooperii,Astur cooperii,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Northern Harrier,Circus,hudsonius,Circus hudsonius,1,Riverlands Migratory Bird Sanctuary,12/27/2023,9:59 AM
Northern Harrier,Circus,hudsonius,Circus hudsonius,2,Riverlands Migratory Bird Sanctuary,12/27/2024,11:19 AM
Northern Harrier,Circus,hudsonius,Circus hudsonius,1,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Fort Macon SP--Beach,4/13/2025,11:22 AM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Confluence Point SP,12/27/2024,12:16 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,2,Frontier Park,12/26/2023,3:47 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Riverlands Migratory Bird Sanctuary,12/27/2024,11:19 AM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Creve Coeur Lake Memorial Park,12/26/2023,9:16 AM
Bald Eagle,Haliaeetus,leucocephalus,Haliaeetus leucocephalus,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Mississippi Kite,Ictinia,mississippiensis,Ictinia mississippiensis,X,Dallas,7/9/2023,
Mississippi Kite,Ictinia,mississippiensis,Ictinia mississippiensis,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
White-tailed Hawk,Geranoaetus,albicaudatus,Geranoaetus albicaudatus,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Gray Hawk,Buteo,plagiatus,Buteo plagiatus,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Gray Hawk,Buteo,plagiatus,Buteo plagiatus,6,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Broad-winged Hawk,Buteo,platypterus,Buteo platypterus,1,Duke,5/11/2024,2:27 PM
Broad-winged Hawk,Buteo,platypterus,Buteo platypterus,12,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,X,Durham,9/3/2023,
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Durham,11/5/2023,8:22 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Sandy Creek Park,6/1/2024,8:08 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Red-shouldered Hawk,Buteo,lineatus,Buteo lineatus,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Swainson's Hawk,Buteo,swainsoni,Buteo swainsoni,1,Estero Llano Grande SP--Tropical Zone only,4/27/2025,12:52 PM
Swainson's Hawk,Buteo,swainsoni,Buteo swainsoni,115,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,2,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,2,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Science Dr (Duke University),9/26/2023,9:18 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Confluence Point SP,12/27/2024,12:16 PM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Red-tailed Hawk,Buteo,jamaicensis,Buteo jamaicensis,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
West African Pied Hornbill,Lophoceros,semifasciatus,Lophoceros semifasciatus,X,Macenta,6/22/2023,
West African Pied Hornbill,Lophoceros,semifasciatus,Lophoceros semifasciatus,X,Macenta,6/25/2023,
West African Pied Hornbill,Lophoceros,semifasciatus,Lophoceros semifasciatus,2,Macenta,6/29/2023,7:49 AM
West African Pied Hornbill,Lophoceros,semifasciatus,Lophoceros semifasciatus,2,"N1, Sandenia, Région de Faranah, GN",7/1/2023,8:00 AM
West African Pied Hornbill,Lophoceros,semifasciatus,Lophoceros semifasciatus,2,Passima,6/26/2023,5:00 PM
Blue-breasted Kingfisher,Halcyon,malimbica,Halcyon malimbica,X,Soulemania,7/1/2023,
Blue-breasted Kingfisher,Halcyon,malimbica,Halcyon malimbica,X,"Soulemania, Région de Faranah, GN",6/30/2023,5:56 PM
Ringed Kingfisher,Megaceryle,torquata,Megaceryle torquata,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,2,Sandy Creek Park,6/1/2024,8:08 AM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Belted Kingfisher,Megaceryle,alcyon,Megaceryle alcyon,1,England Parkway Pond,12/22/2024,2:21 PM
Green Kingfisher,Chloroceryle,americana,Chloroceryle americana,4,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Blue-bellied Roller,Coracias,cyanogaster,Coracias cyanogaster,5,"N1, Sandenia, Région de Faranah, GN",7/1/2023,8:00 AM
Yellow-rumped Tinkerbird,Pogoniulus,bilineatus,Pogoniulus bilineatus,X,Macenta,6/28/2023,
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,Duke University--Reclamation Pond,10/24/2023,10:09 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,2,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Yellow-bellied Sapsucker,Sphyrapicus,varius,Sphyrapicus varius,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Red-headed Woodpecker,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Red-headed Woodpecker,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,2,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Red-headed Woodpecker,Melanerpes,erythrocephalus,Melanerpes erythrocephalus,2,Sandy Creek Park,6/1/2024,8:08 AM
Golden-fronted Woodpecker,Melanerpes,aurifrons,Melanerpes aurifrons,3,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Golden-fronted Woodpecker,Melanerpes,aurifrons,Melanerpes aurifrons,1,Estero Llano Grande SP--Tropical Zone only,4/27/2025,12:52 PM
Golden-fronted Woodpecker,Melanerpes,aurifrons,Melanerpes aurifrons,2,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Golden-fronted Woodpecker,Melanerpes,aurifrons,Melanerpes aurifrons,12,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,X,Dallas,7/16/2023,
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Beaver Marsh Preserve,11/24/2023,7:50 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Chapel Woods,3/2/2024,2:59 PM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Chapel Woods,4/24/2024,7:19 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Reclamation Pond,1/22/2024,2:40 PM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Sandy Creek Park,6/1/2024,8:08 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,1,Frontier Park,12/26/2023,3:47 PM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Lake Maria Sanchez,1/17/2025,7:46 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Red-bellied Woodpecker,Melanerpes,carolinus,Melanerpes carolinus,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,12:33 PM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Morris Green Park,1/7/2024,1:27 PM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,6,Sandy Creek Park,6/1/2024,8:08 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,2,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,3,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Confluence Point SP,12/27/2024,12:16 PM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,3,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Downy Woodpecker,Dryobates,pubescens,Dryobates pubescens,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Ladder-backed Woodpecker,Dryobates,scalaris,Dryobates scalaris,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Ladder-backed Woodpecker,Dryobates,scalaris,Dryobates scalaris,7,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Red-cockaded Woodpecker,Dryobates,borealis,Dryobates borealis,6,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Hairy Woodpecker,Dryobates,villosus,Dryobates villosus,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Hairy Woodpecker,Dryobates,villosus,Dryobates villosus,2,Sandy Creek Park,6/1/2024,8:08 AM
Hairy Woodpecker,Dryobates,villosus,Dryobates villosus,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Downy/Hairy Woodpecker,Dryobates,pubescens/villosus,Dryobates pubescens/villosus,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Pileated Woodpecker,Dryocopus,pileatus,Dryocopus pileatus,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Pileated Woodpecker,Dryocopus,pileatus,Dryocopus pileatus,1,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Pileated Woodpecker,Dryocopus,pileatus,Dryocopus pileatus,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Pileated Woodpecker,Dryocopus,pileatus,Dryocopus pileatus,1,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Pileated Woodpecker,Dryocopus,pileatus,Dryocopus pileatus,1,Confluence Point SP,12/27/2024,12:16 PM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Northern Flicker,Colaptes,auratus,Colaptes auratus,2,Beaver Marsh Preserve,11/24/2023,7:50 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Duke University--Chapel Woods,4/24/2024,7:19 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,2,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
Northern Flicker,Colaptes,auratus,Colaptes auratus,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Crested Caracara,Caracara,plancus,Caracara plancus,2,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Crested Caracara,Caracara,plancus,Caracara plancus,6,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
American Kestrel,Falco,sparverius,Falco sparverius,2,Confluence Point SP,12/27/2024,12:16 PM
American Kestrel,Falco,sparverius,Falco sparverius,1,Frontier Park,12/26/2023,3:47 PM
American Kestrel,Falco,sparverius,Falco sparverius,2,Riverlands Migratory Bird Sanctuary,12/27/2024,1:30 PM
American Kestrel,Falco,sparverius,Falco sparverius,5,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
American Kestrel,Falco,sparverius,Falco sparverius,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
American Kestrel,Falco,sparverius,Falco sparverius,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Aplomado Falcon,Falco,femoralis,Falco femoralis,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,5:51 PM
Rose-throated Becard,Pachyramphus,aglaiae,Pachyramphus aglaiae,2,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Eastern Wood-Pewee,Contopus,virens,Contopus virens,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Eastern Wood-Pewee,Contopus,virens,Contopus virens,2,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Eastern Wood-Pewee,Contopus,virens,Contopus virens,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Eastern Wood-Pewee,Contopus,virens,Contopus virens,4,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Acadian Flycatcher,Empidonax,virescens,Empidonax virescens,1,Sandy Creek Park,6/1/2024,8:08 AM
Least Flycatcher,Empidonax,minimus,Empidonax minimus,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Western Flycatcher,Empidonax,difficilis,Empidonax difficilis,1,Morris Green Park,1/7/2024,1:27 PM
Black Phoebe,Sayornis,nigricans,Sayornis nigricans,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,2,Beaver Marsh Preserve,11/24/2023,7:50 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,3,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,5,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sandy Creek Park,6/1/2024,8:08 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Eastern Phoebe,Sayornis,phoebe,Sayornis phoebe,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
